2.9379,2.9024,2.6189
3.104,2.9666,3.1419
3.3488,3.1557,3.1741
2.245,3.3347,3.4351
2.6137,2.9543,2.5924
2.4372,3.3563,2.8962
2.7855,2.7706,2.9734
3.4268,2.8152,2.9395
2.8479,3.1197,2.9348
2.9131,3.0984,3.505
3.1672,3.0659,3.0043
2.6901,3.4198,3.1218
2.2939,2.9198,2.8234
2.5928,2.5371,2.5015
2.6556,2.7675,2.9449
2.638,3.3834,3.0987
2.6566,2.9105,2.9888
2.8056,2.9938,3.0281
2.2365,3.357,2.5348
1.9427,3.3124,2.9155
2.1446,3.5418,2.4919
3.2569,3.1632,3.0581
2.6241,3.9073,2.5901
2.7203,3.1151,2.8329
2.6324,2.5702,2.8299
3.1667,2.9838,3.2631
3.3812,2.6995,2.5597
2.7939,3.1222,3.4556
3.1018,3.6231,2.9046
2.9595,3.1977,2.5593
2.7094,2.8207,3.1213
2.9812,2.7843,3.0617
3.3573,2.9238,3.3605
2.8738,2.6553,2.9808
2.828,3.382,3.1105
3.0042,2.9147,3.0649
3.0454,3.1433,3.2054
3.0797,2.789,2.8668
3.6435,3.3655,2.8634
3.2226,2.8137,2.8424
2.2823,2.6932,3.1079
2.9752,2.9439,3.4216
2.5451,3.2615,2.6754
3.7529,3.179,2.629
2.5468,2.7718,3.141
2.7957,3.3811,3.1838
3.7062,2.8914,3.2883
2.8928,3.4982,3.1846
3.0081,3.0556,2.911
3.3441,3.3751,2.6965
2.6337,2.4681,3.2322
3.055,3.263,2.9084
3.0704,3.5194,2.4557
2.8352,3.2711,3.326
2.7868,2.8798,3.0621
2.9416,2.7887,3.119
3.7888,3.0782,3.1579
2.9298,2.9003,2.9326
2.6294,3.1922,2.5358
2.8167,3.0775,2.9554
3.0711,2.8602,2.6012
3.7236,2.9898,3.1128
2.9331,3.4636,2.9172
3.053,3.2773,2.5297
2.6408,3.4112,2.8529
2.8254,3.2551,2.6701
2.2308,3.1662,2.8343
2.1838,2.9899,2.7789
2.6025,3.2306,2.9866
3.3657,3.1814,2.7451
2.5048,2.9642,3.4106
2.6363,2.8537,2.7619
2.746,3.3445,2.6504
3.246,3.2661,3.1816
2.4887,3.6997,2.6256
2.5375,3.7255,3.1468
2.7393,2.8054,3.5555
3.1826,3.4347,2.9244
2.886,2.5071,2.9829
2.7533,2.9588,3.2738
2.9512,3.4422,3.0766
2.5167,3.4899,2.5102
2.7256,3.8569,2.6067
2.4814,3.0285,3.0258
2.5042,3.3866,2.673
2.7598,2.505,2.9375
2.1011,3.0707,3.1561
3.574,2.9013,3.2311
2.9952,3.3834,2.7874
2.7898,3.2015,2.4468
2.4282,3.2459,2.8166
3.4175,3.0765,2.5662
2.6322,3.4642,3.0743
2.9202,3.0104,2.9825
3.6288,3.4152,2.6432
2.8739,2.7502,3.215
3.0677,2.8456,3.265
2.8344,3.1126,3.5879
3.1995,2.9242,3.0838
3.1207,3.419,3.0826
2.9653,3.1918,2.7705
2.8544,3.4582,2.4536
2.8424,3.2552,2.7626
2.4434,2.8421,3.4876
2.8313,2.7824,3.2605
2.6547,3.0096,3.1279
2.2415,3.4348,3.0447
3.0038,3.0423,2.9074
3.3737,2.5813,2.84
2.727,2.9221,3.3419
2.6259,3.1034,3.0047
2.9003,2.4536,3.5473
2.7253,2.6474,3.0001
2.7973,2.6855,2.9149
2.7357,3.5222,2.7359
3.7329,2.8789,2.8668
2.4032,3.1797,3.485
2.5424,3.4191,3.3991
2.1214,2.9014,3.1563
3.3476,3.3001,3.0661
2.5623,3.565,3.2896
3.2376,2.7096,3.4673
2.8297,2.9555,2.8074
2.4525,3.1703,2.1684
3.0285,3.4001,2.9024
2.5754,3.1784,3.1754
2.2003,2.7725,3.0099
2.5184,3.2723,2.8397
3.0847,3.468,2.7988
2.683,2.9802,2.8483
2.2838,3.219,3.2079
2.5037,3.15,3.3285
1.8859,2.7898,2.6326
2.3087,3.5766,2.9593
3.0585,3.395,2.9622
2.9345,3.3599,2.5064
3.8453,2.3839,2.7324
2.4849,3.393,2.571
2.4763,3.4844,2.867
2.6883,2.8209,2.9602
2.3798,2.9894,3.0528
2.7475,3.3921,3.0362
2.8783,2.8639,3.3789
3.2617,2.9316,3.5094
2.3234,2.8184,3.0687
2.2385,3.0402,2.5465
2.2329,3.3452,3.3105
2.2158,2.9759,3.2825
2.2486,3.0172,3.0913
3.4256,3.3713,3.1583
2.6739,3.4246,2.6698
3.8142,2.7369,3.0116
3.1772,3.2726,2.9128
2.3957,3.4921,2.6773
2.5636,3.1431,2.983
2.6198,2.9436,2.5153
2.6473,2.9863,3.6284
2.2909,3.0169,2.6773
2.9791,2.7101,2.8921
3.5694,2.9741,2.9377
2.8667,3.1228,2.7308
2.4046,3.1862,2.9181
2.7426,3.774,2.7199
2.2838,3.1169,3.1601
2.8453,3.2364,2.7624
2.9641,3.1876,2.7781
3.5318,2.5849,2.764
2.4134,2.8302,3.1214
3.4596,3.1188,3.1353
3.5359,2.92,3.7717
3.1906,2.9917,3.3393
2.8403,2.7945,2.9441
2.13,3.2984,2.9343
2.9002,3.311,2.7621
2.2287,2.7869,2.6126
2.7601,3.2032,2.9695
3.3182,2.9389,2.8792
3.2328,3.1844,2.9879
2.7983,3.0928,3.302
2.7836,2.9353,2.9784
2.9884,2.9678,2.7028
2.4465,3.1246,2.9525
2.7924,3.1237,3.1189
3.5971,2.9163,2.85
2.6142,2.9951,3.1579
3.6762,2.5652,2.9788
2.5248,2.9357,2.8208
2.2404,2.7052,3.1011
3.3629,2.9247,2.8578
2.5674,3.2925,2.7362
3.1866,3.5816,2.7934
2.6943,3.6327,3.4505
2.5141,4.3174,2.9076
2.2337,2.8512,3.3529
2.4504,3.4415,3.2615
2.8437,3.1959,2.9627
2.6008,3.0794,2.9137
3.0108,2.9692,2.7639
3.4095,3.1799,2.7133
2.9579,3.1253,2.8507
3.4076,3.0156,2.8316
3.6001,3.1359,3.2608
2.9276,2.8565,2.9293
3.1091,2.7965,4.0473
3.5308,3.1018,3.0061
2.7162,2.7528,3.1237
2.2433,2.9966,2.7724
2.7308,3.0732,3.3617
3.8657,2.8204,3.2688
2.3856,2.8379,2.8462
2.7852,2.9996,2.886
3.2235,3.077,3.1435
3.0933,2.9969,3.4946
3.4884,2.6426,3.2261
2.6048,2.8997,2.9519
2.85,3.4691,2.658
3.2955,2.8873,3.3452
2.449,2.6884,3.6779
3.4161,3.1768,3.2388
2.9691,2.887,3.0553
2.419,2.7162,3.3818
2.8973,2.6258,3.0188
2.7165,3.4837,2.7828
2.7903,3.3727,3.0649
2.4634,3.341,3.0247
3.3515,2.8575,2.7569
3.5616,2.7338,2.9149
3.1018,2.975,3.0924
3.4963,2.7203,3.3675
2.6941,2.9312,2.761
2.4331,3.3984,2.8463
2.6484,3.394,3.098
2.605,3.2425,3.1999
2.8726,2.64,2.8574
3.3258,2.5798,2.8319
2.6665,3.1888,2.9735
3.2913,2.9923,3.1364
3.0497,4.1847,3.2946
2.8713,2.7542,3.4615
2.5525,3.0243,3.1581
2.1713,3.0052,2.818
2.744,3.0858,3.0095
2.8965,3.5071,2.9735
2.4886,2.8654,3.0131
2.8169,2.787,3.1791
2.9242,2.9826,3.2105
2.726,3.3326,2.766
3.098,2.7629,3.0151
2.368,3.1972,2.7442
2.8696,3.0964,3.0665
2.9418,2.832,3.1434
3.0376,3.4586,2.6274
2.941,3.5302,2.9274
2.5781,3.161,3.2364
3.3981,2.5276,2.6093
3.7206,3.2687,2.9399
2.4871,3.2575,2.5829
2.5757,3.0065,2.8791
2.5519,3.6826,2.8663
3.3164,3.3905,3.1995
2.7476,3.2234,3.0578
2.7027,3.3673,2.9417
3.2306,2.9682,3.3049
2.8592,2.9018,3.2616
3.1416,3.1562,2.8651
3.1106,2.9667,2.8755
2.4439,2.95,2.6057
3.5939,2.8282,2.847
2.6439,3.4187,2.9126
2.4347,3.1605,2.9405
2.0126,3.3433,2.8204
2.9652,3.3066,3.3261
3.4353,3.0006,2.6638
2.6095,2.8748,2.7749
2.8246,3.355,3.2072
2.9099,3.4636,2.8818
2.9335,3.6251,3.1645
2.8403,3.2385,3.3821
3.1006,4.0101,2.7944
2.7927,3.7638,2.8627
2.6649,3.1516,2.5905
3.0515,3.2514,2.8809
2.6978,3.0619,3.2429
2.9486,3.2529,3.1043
2.7623,3.0711,3.0973
3.136,2.7576,3.2683
2.7456,3.5596,2.7734
2.8118,3.0865,3.3461
2.5774,3.0403,3.0544
2.7873,2.5815,3.3103
2.9772,3.544,2.9825
2.9132,2.5813,2.9727
3.2526,3.1802,3.3234
2.7821,2.9338,3.36
2.5335,3.3357,3.0107
2.2933,2.9448,3.4029
2.0535,3.1398,3.1663
2.7384,3.1472,2.7109
2.7044,3.3366,3.1441
2.9245,3.6032,2.7944
2.8268,3.0063,2.7326
2.8853,2.9062,3.565
2.5475,3.1902,2.9124
2.7152,3.0078,3.006
2.9424,3.0553,3.0168
2.6818,3.21,3.018
2.5595,2.5988,3.3059
2.8321,3.8409,2.302
2.5411,3.1322,2.9674
2.8531,3.1954,3.041
3.0366,3.3202,3.0916
2.4696,3.7897,2.921
2.8051,3.1724,2.8059
3.1089,3.5826,2.6
1.987,3.6799,2.5367
2.956,3.0202,3.1557
3.3946,3.4779,3.3055
2.2655,3.0956,2.6823
3.1186,3.0018,3.2117
3.3275,2.4628,2.3198
3.1912,3.2088,3.0625
2.8542,2.8549,3.1714
3.0853,2.8493,2.9224
2.605,3.5401,3.4069
3.3646,2.7999,2.8827
2.2002,3.1301,3.1241
3.4098,3.0668,2.8642
3.3301,2.858,3.1123
2.4998,3.2014,3.0144
3.3333,2.9981,2.4391
2.8597,2.9693,2.8472
2.4044,3.2462,2.9201
2.4718,3.2361,2.6323
2.8778,2.9784,3.2972
2.2021,3.3934,2.9014
3.5922,3.0067,3.4879
3.4523,3.1195,3.0881
2.871,2.8173,2.8326
2.5828,3.7017,2.6535
2.5077,3.2765,3.1957
2.4128,2.8079,3.0004
3.1427,3.3037,2.759
2.9554,3.5346,3.0665
2.8031,3.1396,3.294
3.2044,2.9104,3.2371
2.5702,3.2584,3.8014
3.3629,2.9247,2.8578
3.3056,2.865,3.5418
2.6983,3.0986,2.6657
2.6825,2.6913,2.9665
3.2497,3.2747,2.876
2.8319,3.4479,3.2089
2.9749,3.4676,3.0957
3.3708,2.8937,3.2571
2.6851,3.4462,3.1076
2.5447,3.2176,3.2694
2.305,2.8616,2.6976
2.5767,3.7366,3.2531
3.1517,2.8004,2.7883
2.5016,3.4755,2.788
2.1864,3.1415,2.7098
2.5371,3.4968,3.1873
2.8849,3.1656,2.938
2.5205,3.3889,3.3717
2.8898,3.1959,3.0615
2.5386,3.3415,3.5592
2.6492,3.2887,2.4638
3.4564,2.4182,2.9512
3.0857,3.6136,3.0224
2.3375,3.4628,2.6693
2.9909,2.8816,2.9099
3.3558,3.3567,3.4385
3.0377,3.5977,2.5414
2.8707,3.2106,2.8645
2.7326,2.4964,2.9224
2.8361,3.515,2.997
2.7578,2.7543,3.3529
3.0561,3.2359,3.0751
3.063,3.1425,3.2288
2.8698,3.1717,3.2549
2.1655,2.6895,3.0489
3.333,3.119,2.8083
2.874,2.9061,3.3744
2.6068,2.6561,2.8843
2.2779,3.4082,2.6251
2.9807,3.0466,2.7093
2.9117,3.216,3.1074
3.0392,3.0964,3.5972
2.4849,3.3092,2.7651
2.4253,3.0034,3.0208
3.14,3.1155,3.0093
3.0671,2.8614,3.1673
2.5789,3.317,3.3779
2.8981,3.1181,3.5529
2.6952,3.0501,2.7102
3.094,3.2365,2.9071
2.5174,3.0293,2.8647
2.8356,2.9049,2.8858
3.4167,2.524,3.1067
3.0296,2.9892,2.921
2.5138,3.6449,3.3592
2.8152,3.1208,2.6487
2.4795,2.9895,3.0349
3.2011,3.0505,3.1628
2.4312,2.8699,2.5807
2.9315,2.3832,3.2467
3.0487,2.6126,3.3052
2.3524,3.6775,2.7444
2.5747,3.4262,2.6999
3.2944,2.8526,3.2948
2.6108,3.5861,2.6839
2.7524,3.0888,3.1704
2.5087,2.7904,3.1364
2.7664,3.4022,2.8017
2.6981,2.4953,3.1908
2.6589,3.0685,3.1606
3.1973,2.7933,2.9658
3.9573,2.6556,3.144
2.1428,2.9907,2.8447
2.0193,3.3225,2.1155
2.551,2.903,3.0352
2.4221,3.0843,2.6406
3.2292,3.4773,2.4736
2.3487,3.5172,2.9963
3.3022,2.7825,3.2096
1.9923,3.3719,2.7961
3.2775,2.9039,2.8996
2.8786,2.9133,3.0349
2.6708,3.2419,3.0385
2.6968,3.625,3.6956
2.708,3.3004,2.9052
2.5905,2.9719,3.0623
2.7737,3.4397,3.3742
2.5836,3.4512,3.6935
2.5055,3.2556,2.8519
3.7569,3.1358,3.1278
2.7991,3.7021,2.9297
3.1323,3.5561,2.4931
3.1966,2.8817,2.8693
2.3703,3.2587,2.7961
2.4877,3.0828,2.6443
3.2796,3.0443,2.8993
3.1671,3.2354,3.2912
2.9598,3.2298,2.3091
2.5555,3.7702,2.8109
2.369,2.8443,2.7941
2.735,2.573,2.7387
2.813,3.4189,3.3112
2.3119,2.8639,3.1306
2.6655,3.3186,3.6564
2.9733,3.4414,2.7653
2.3481,3.0615,3.0043
3.3805,3.0757,2.7289
3.4751,2.4617,3.4586
3.2117,2.7938,3.2225
2.6697,3.2208,2.5931
3.317,3.0415,2.9822
2.1349,3.2925,2.6324
2.7013,3.5112,2.5181
3.0638,3.591,3.1801
2.4482,3.5168,3.2746
2.8403,3.2385,3.3821
2.6144,2.7108,2.9497
2.6113,3.1443,3.1099
3.2974,2.7182,3.452
2.7149,2.5778,2.6914
2.8591,2.697,2.8964
2.9487,3.6029,2.5441
3.0353,3.4628,3.1815
3.0656,2.7098,3.1204
3.133,2.8664,3.1132
2.8592,3.0774,2.9071
2.6224,3.0451,2.9501
2.3346,3.0698,2.7987
2.9194,3.4216,3.3457
3.0079,2.8921,3.1538
2.8007,3.196,2.8845
3.5478,3.0732,2.9078
2.4596,3.0326,2.9521
3.36,3.5527,3.1262
2.3336,3.017,3.3132
3.3447,3.165,3.4391
2.6671,2.9533,2.7746
3.2281,3.1759,2.9066
3.7971,3.1389,3.2168
3.0442,2.6823,3.2549
3.56,3.5075,2.6523
3.0051,3.0949,3.5916
3.4451,2.6897,2.8893
2.7902,2.8381,3.7104
2.4167,2.9942,3.2574
2.8051,3.2255,3.0903
2.9334,2.7411,2.88
2.6473,3.4111,2.8346
2.9543,3.0572,2.807
2.6197,3.443,2.7015
2.8985,3.6571,2.9239
2.9936,3.314,3.2096
2.7096,3.1525,3.2425
2.4598,3.7402,2.7094
2.5563,3.0814,2.9833
3.4253,2.5268,2.9743
3.1485,2.4846,3.2543
2.5758,3.2884,2.872
3.2403,2.6136,3.074
2.8887,2.6906,3.0827
2.9279,3.1924,2.7457
3.1411,3.415,2.7004
2.8116,2.7864,3.1666
2.5798,2.8107,2.6076
2.6444,3.0773,3.0242
2.7686,3.2897,3.663
2.9678,3.3034,2.9242
3.1892,2.8098,2.6826
2.3646,3.3072,3.18
2.84,3.068,2.5177
3.3967,3.1189,2.8923
2.6324,3.4519,3.0867
2.5528,2.3932,3.255
3.5052,2.279,3.0843
3.1057,2.5468,2.9036
2.5329,3.4865,3.1393
2.9125,2.8094,2.9481
2.9349,3.8171,2.6082
3.1233,2.9599,3.6832
2.8933,2.7302,3.1845
2.5138,3.2596,2.5124
2.5719,3.4747,2.9285
2.427,3.487,2.7143
2.7383,3.6265,2.9979
3.1262,3.7675,3.2658
2.598,3.5406,2.9909
3.0796,2.8504,3.2179
2.5935,2.8662,3.3849
2.7261,3.0187,3.0283
2.6183,2.9475,3.0328
2.4069,3.1709,3.0659
2.773,3.1571,2.6191
2.7427,3.0383,3.1655
2.6557,2.7526,3.4684
2.4562,2.9413,2.9625
2.7073,3.7499,3.1565
2.4843,2.9124,2.4933
2.8008,3.249,2.9337
2.6216,3.0812,3.014
3.6736,3.2299,3.0081
2.4668,3.6891,2.895
2.406,3.1786,3.0632
3.0149,2.6924,2.5729
2.6542,3.275,3.0766
2.8619,2.9331,3.1753
2.8246,3.355,3.2072
2.6088,3.0023,2.8839
2.569,2.639,2.3928
2.688,3.7836,2.9321
2.5639,3.2323,2.8202
2.9917,2.8767,3.5181
2.8486,2.7565,2.855
2.3938,3.6752,2.8718
2.8327,3.2333,3.0787
2.5238,2.7255,2.728
3.6041,3.199,3.0809
2.6897,3.0941,2.9163
2.6822,2.8947,3.3484
2.0724,2.7979,2.7607
3.4205,3.1595,2.9006
2.4559,3.1063,2.8335
2.7412,2.8971,3.0127
2.7665,2.9765,3.194
2.7837,2.9746,3.3222
2.3889,2.9843,3.3648
3.2696,3.2383,2.6159
3.0656,2.9824,2.8924
2.9536,3.6098,2.6313
2.8043,3.1327,3.6075
3.0807,3.4513,3.1145
3.0819,3.0046,3.2665
3.0259,2.8157,3.015
2.8396,3.3653,2.9085
2.7575,3.2743,3.0481
2.8392,3.1565,3.0116
2.6189,3.4091,3.2002
2.9652,3.3066,3.3261
2.5991,2.6574,3.4421
2.6541,3.068,3.1628
2.4105,3.0968,2.6138
2.8734,2.9475,2.6938
2.9068,3.3198,2.743
3.6133,3.098,2.9475
2.8913,2.8336,3.149
2.5648,2.953,2.7961
2.2065,2.6717,2.9617
3.3043,3.1447,2.9234
3.1545,3.3087,2.8695
2.9219,3.2435,3.2489
2.8643,3.2599,3.0831
2.5607,3.5853,2.84
3.2512,3.2006,3.5351
2.8931,3.2766,2.8547
2.7904,3.0138,2.9516
3.0772,2.438,3.7242
2.2441,3.4386,2.7766
2.4625,2.8233,3.0101
2.918,3.3721,2.5761
2.5355,2.9549,2.5389
2.6551,2.6942,3.0788
3.3433,3.1847,2.8357
3.3498,2.6133,3.2575
2.9989,3.2286,3.1848
3.2525,2.957,2.988
2.8896,2.4955,3.1166
2.8055,3.0943,2.5965
3.3178,3.1205,3.264
2.1317,3.2723,2.4876
2.2885,2.7392,2.8593
3.3338,3.101,2.9739
3.6532,3.3524,3.5581
3.2479,2.8693,3.1365
2.7051,3.4339,2.7256
2.5905,2.9719,3.0623
1.8926,3.9743,2.5749
2.5269,3.1353,2.9687
3.0567,3.4949,2.8845
3.0632,3.4741,3.031
3.3558,3.3567,3.4385
3.0282,2.4957,3.3552
2.641,3.3083,2.868
2.8679,2.788,2.6272
2.6542,3.275,3.0766
2.6837,3.4945,3.0137
2.8058,2.7446,3.3777
3.2836,3.3205,2.7084
2.7434,2.6486,3.3576
2.9983,3.2019,3.5889
2.6531,3.2461,3.1141
3.0538,3.2704,2.9122
3.5603,3.4938,3.1432
2.7215,3.0872,3.0534
2.3687,3.7656,3.2632
2.6384,3.3052,2.8877
2.9583,3.0226,3.1917
2.5296,3.0558,2.7543
3.0288,2.9807,2.5928
2.779,2.9042,2.8945
3.4209,3.5354,3.7284
2.4705,3.6047,3.0715
2.4998,3.2014,3.0144
2.9694,3.082,3.0778
2.2147,3.2505,2.8406
3.2481,2.7475,2.8776
3.2431,3.03,2.9442
2.4341,3.3937,3.1508
2.1161,3.4089,2.5747
3.0718,2.788,2.7761
3.6731,3.4887,2.9049
2.923,2.6385,3.2828
2.8175,3.2955,2.4114
3.2078,3.1438,2.8223
2.5055,3.0425,2.9061
2.788,2.7661,3.8282
3.2556,3.0417,3.3108
2.3549,3.3217,3.2779
3.3302,2.8925,2.6096
2.9805,2.9292,3.4514
3.1022,3.2219,2.9379
3.2166,3.0091,2.7845
3.1323,3.5561,2.4931
4.0697,2.9759,2.5679
3.2133,3.174,3.0183
3.0991,3.0265,2.8663
2.9225,3.042,2.9398
3.1623,3.0589,3.3549
2.569,2.639,2.3928
2.9869,2.8286,2.8177
2.9134,2.7929,3.3395
2.9966,2.4238,3.6685
3.3684,3.2841,3.1845
1.9489,3.6737,2.7896
2.6415,2.9226,3.2366
2.6897,3.0941,2.9163
2.9759,3.0271,3.6296
3.4914,3.208,2.9225
3.0915,3.4393,3.3088
3.1587,3.4731,3.1978
3.0016,3.0564,3.0286
2.417,2.8098,3.0221
2.633,2.7365,2.8822
3.0057,2.871,3.6157
3.2167,3.5353,3.3164
2.9016,2.8555,2.9469
3.1104,3.1345,3.0968
2.1708,3.092,3.2556
2.5884,3.0455,3.0969
2.9095,3.1801,2.8431
3.2004,3.2093,2.8333
3.1565,3.6031,3.7931
2.1858,3.262,2.7531
2.9302,3.5984,3.3494
3.0249,3.0119,2.714
2.9619,2.7907,2.9434
3.2493,3.3194,3.4736
2.1697,3.6326,2.84
3.0442,3.0173,3.2772
2.5181,3.2939,2.6237
2.8172,3.2595,3.7834
2.3466,2.985,2.655
2.9267,2.9892,3.0491
2.9449,3.1726,3.116
2.5708,3.532,2.483
3.2824,2.5913,2.7559
3.1462,2.8147,3.2324
2.5115,3.2754,2.3544
2.4908,2.6332,2.3853
3.1634,2.4981,3.1841
3.2235,2.8726,3.3279
2.6626,3.8146,2.9799
2.6088,3.678,2.7359
2.5768,2.8005,3.3623
3.0857,3.516,3.1009
2.9722,3.289,2.6993
3.0441,2.9055,3.2781
2.2479,3.466,2.6523
2.6068,3.2459,2.779
2.8851,3.2623,3.0929
3.5555,2.2155,3.1838
2.6518,3.0495,3.1531
3.371,2.7812,3.5634
